sk_cliente,sk_pais,sk_estado_cliente,sk_tiempo_cliente_desde,mrr,arr,cantidad_cliente,flag_cliente_pago,flag_activo,flag_cancelado,flag_past_due,riesgo_churn
1292,,4,,0.0,0.0,1,0,0,0,0,No aplica
1293,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1294,,4,,0.0,0.0,1,0,0,0,0,No aplica
1295,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1296,,4,,0.0,0.0,1,0,0,0,0,No aplica
1297,,4,,0.0,0.0,1,0,0,0,0,No aplica
1298,,4,,0.0,0.0,1,0,0,0,0,No aplica
1299,13.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1300,,4,,0.0,0.0,1,0,0,0,0,No aplica
1301,,4,,0.0,0.0,1,0,0,0,0,No aplica
1302,,4,,0.0,0.0,1,0,0,0,0,No aplica
1303,,4,,0.0,0.0,1,0,0,0,0,No aplica
1304,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1305,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1306,,4,,0.0,0.0,1,0,0,0,0,No aplica
1307,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1308,,4,,0.0,0.0,1,0,0,0,0,No aplica
1309,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1310,6.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1311,,4,,0.0,0.0,1,0,0,0,0,No aplica
1312,,4,,0.0,0.0,1,0,0,0,0,No aplica
1313,,4,,0.0,0.0,1,0,0,0,0,No aplica
1314,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1315,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1316,,4,,0.0,0.0,1,0,0,0,0,No aplica
1317,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1318,,4,,0.0,0.0,1,0,0,0,0,No aplica
1319,12.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1320,,4,,0.0,0.0,1,0,0,0,0,No aplica
1321,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1322,,4,,0.0,0.0,1,0,0,0,0,No aplica
1323,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1324,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1325,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1326,,4,,0.0,0.0,1,0,0,0,0,No aplica
1327,,4,,0.0,0.0,1,0,0,0,0,No aplica
1328,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1329,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1330,,4,,0.0,0.0,1,0,0,0,0,No aplica
1331,,4,,0.0,0.0,1,0,0,0,0,No aplica
1332,,4,,0.0,0.0,1,0,0,0,0,No aplica
1333,,4,,0.0,0.0,1,0,0,0,0,No aplica
1334,,4,,0.0,0.0,1,0,0,0,0,No aplica
1335,21.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1336,,4,,0.0,0.0,1,0,0,0,0,No aplica
1337,,4,,0.0,0.0,1,0,0,0,0,No aplica
1338,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1339,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1340,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1341,7.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1342,,4,,0.0,0.0,1,0,0,0,0,No aplica
1343,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1344,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1345,,4,,0.0,0.0,1,0,0,0,0,No aplica
1346,,4,,0.0,0.0,1,0,0,0,0,No aplica
1347,24.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1348,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1349,,4,,0.0,0.0,1,0,0,0,0,No aplica
1350,7.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1351,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1352,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1353,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1354,,4,,0.0,0.0,1,0,0,0,0,No aplica
1355,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1356,,4,,0.0,0.0,1,0,0,0,0,No aplica
1357,19.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1358,,4,,0.0,0.0,1,0,0,0,0,No aplica
1359,25.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1360,6.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1361,,4,,0.0,0.0,1,0,0,0,0,No aplica
1362,,4,,0.0,0.0,1,0,0,0,0,No aplica
1363,,4,,0.0,0.0,1,0,0,0,0,No aplica
1364,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1365,,4,,0.0,0.0,1,0,0,0,0,No aplica
1366,,4,,0.0,0.0,1,0,0,0,0,No aplica
1367,,4,,0.0,0.0,1,0,0,0,0,No aplica
1368,,4,,0.0,0.0,1,0,0,0,0,No aplica
1369,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1370,,4,,0.0,0.0,1,0,0,0,0,No aplica
1371,,4,,0.0,0.0,1,0,0,0,0,No aplica
1372,21.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1373,,4,,0.0,0.0,1,0,0,0,0,No aplica
1374,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1375,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1376,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1377,,4,,0.0,0.0,1,0,0,0,0,No aplica
1378,,4,,0.0,0.0,1,0,0,0,0,No aplica
1379,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1380,,4,,0.0,0.0,1,0,0,0,0,No aplica
1381,,4,,0.0,0.0,1,0,0,0,0,No aplica
1382,,4,,0.0,0.0,1,0,0,0,0,No aplica
1383,,4,,0.0,0.0,1,0,0,0,0,No aplica
1384,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1385,,4,,0.0,0.0,1,0,0,0,0,No aplica
1386,,4,,0.0,0.0,1,0,0,0,0,No aplica
1387,,4,,0.0,0.0,1,0,0,0,0,No aplica
1388,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1389,,4,,0.0,0.0,1,0,0,0,0,No aplica
1390,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1391,,4,,0.0,0.0,1,0,0,0,0,No aplica
1392,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1393,,4,,0.0,0.0,1,0,0,0,0,No aplica
1394,,4,,0.0,0.0,1,0,0,0,0,No aplica
1395,,4,,0.0,0.0,1,0,0,0,0,No aplica
1396,,4,,0.0,0.0,1,0,0,0,0,No aplica
1397,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1398,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1399,,4,,0.0,0.0,1,0,0,0,0,No aplica
1400,,4,,0.0,0.0,1,0,0,0,0,No aplica
1401,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1402,,4,,0.0,0.0,1,0,0,0,0,No aplica
1403,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1404,,4,,0.0,0.0,1,0,0,0,0,No aplica
1405,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1406,,4,,0.0,0.0,1,0,0,0,0,No aplica
1407,6.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1408,,4,,0.0,0.0,1,0,0,0,0,No aplica
1409,,4,,0.0,0.0,1,0,0,0,0,No aplica
1410,,4,,0.0,0.0,1,0,0,0,0,No aplica
1411,,4,,0.0,0.0,1,0,0,0,0,No aplica
1412,,4,,0.0,0.0,1,0,0,0,0,No aplica
1413,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1414,,4,,0.0,0.0,1,0,0,0,0,No aplica
1415,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1416,7.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1417,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1418,,4,,0.0,0.0,1,0,0,0,0,No aplica
1419,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1420,,4,,0.0,0.0,1,0,0,0,0,No aplica
1421,,4,,0.0,0.0,1,0,0,0,0,No aplica
1422,,4,,0.0,0.0,1,0,0,0,0,No aplica
1423,7.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1424,,4,,0.0,0.0,1,0,0,0,0,No aplica
1425,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1426,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1427,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1428,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1429,,4,,0.0,0.0,1,0,0,0,0,No aplica
1430,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1431,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1432,,4,,0.0,0.0,1,0,0,0,0,No aplica
1433,,4,,0.0,0.0,1,0,0,0,0,No aplica
1434,,4,,0.0,0.0,1,0,0,0,0,No aplica
1435,,4,,0.0,0.0,1,0,0,0,0,No aplica
1436,,4,,0.0,0.0,1,0,0,0,0,No aplica
1437,,4,,0.0,0.0,1,0,0,0,0,No aplica
1438,,4,,0.0,0.0,1,0,0,0,0,No aplica
1439,,4,,0.0,0.0,1,0,0,0,0,No aplica
1440,,4,,0.0,0.0,1,0,0,0,0,No aplica
1441,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1442,,4,,0.0,0.0,1,0,0,0,0,No aplica
1443,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1444,,4,,0.0,0.0,1,0,0,0,0,No aplica
1445,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1446,,4,,0.0,0.0,1,0,0,0,0,No aplica
1447,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1448,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1449,,4,,0.0,0.0,1,0,0,0,0,No aplica
1450,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1451,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1452,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1453,,4,,0.0,0.0,1,0,0,0,0,No aplica
1454,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1455,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1456,,4,,0.0,0.0,1,0,0,0,0,No aplica
1457,,4,,0.0,0.0,1,0,0,0,0,No aplica
1458,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1459,,4,,0.0,0.0,1,0,0,0,0,No aplica
1460,,4,,0.0,0.0,1,0,0,0,0,No aplica
1461,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1462,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1463,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1464,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1465,,4,,0.0,0.0,1,0,0,0,0,No aplica
1466,,4,,0.0,0.0,1,0,0,0,0,No aplica
1467,,4,,0.0,0.0,1,0,0,0,0,No aplica
1468,,4,,0.0,0.0,1,0,0,0,0,No aplica
1469,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1470,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1471,,4,,0.0,0.0,1,0,0,0,0,No aplica
1472,,4,,0.0,0.0,1,0,0,0,0,No aplica
1473,,4,,0.0,0.0,1,0,0,0,0,No aplica
1474,,4,,0.0,0.0,1,0,0,0,0,No aplica
1475,,4,,0.0,0.0,1,0,0,0,0,No aplica
1476,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1477,,4,,0.0,0.0,1,0,0,0,0,No aplica
1478,,4,,0.0,0.0,1,0,0,0,0,No aplica
1479,,4,,0.0,0.0,1,0,0,0,0,No aplica
1480,,4,,0.0,0.0,1,0,0,0,0,No aplica
1481,,4,,0.0,0.0,1,0,0,0,0,No aplica
1482,,4,,0.0,0.0,1,0,0,0,0,No aplica
1483,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1484,,4,,0.0,0.0,1,0,0,0,0,No aplica
1485,,4,,0.0,0.0,1,0,0,0,0,No aplica
1486,,4,,0.0,0.0,1,0,0,0,0,No aplica
1487,,4,,0.0,0.0,1,0,0,0,0,No aplica
1488,,4,,0.0,0.0,1,0,0,0,0,No aplica
1489,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1490,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1491,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1492,,4,,0.0,0.0,1,0,0,0,0,No aplica
1493,,4,,0.0,0.0,1,0,0,0,0,No aplica
1494,,4,,0.0,0.0,1,0,0,0,0,No aplica
1495,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1496,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1497,,4,,0.0,0.0,1,0,0,0,0,No aplica
1498,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1499,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1500,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1501,26.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1502,,4,,0.0,0.0,1,0,0,0,0,No aplica
1503,,4,,0.0,0.0,1,0,0,0,0,No aplica
1504,,4,,0.0,0.0,1,0,0,0,0,No aplica
1505,,4,,0.0,0.0,1,0,0,0,0,No aplica
1506,,4,,0.0,0.0,1,0,0,0,0,No aplica
1507,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1508,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1509,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1510,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1511,,4,,0.0,0.0,1,0,0,0,0,No aplica
1512,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1513,,4,,0.0,0.0,1,0,0,0,0,No aplica
1514,,4,,0.0,0.0,1,0,0,0,0,No aplica
1515,,4,,0.0,0.0,1,0,0,0,0,No aplica
1516,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1517,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1518,,4,,0.0,0.0,1,0,0,0,0,No aplica
1519,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1520,,4,,0.0,0.0,1,0,0,0,0,No aplica
1521,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1522,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1523,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1524,27.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1525,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1526,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1527,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1528,,4,,0.0,0.0,1,0,0,0,0,No aplica
1529,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1530,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1531,,4,,0.0,0.0,1,0,0,0,0,No aplica
1532,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1533,,4,,0.0,0.0,1,0,0,0,0,No aplica
1534,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1535,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1536,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1537,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1538,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1539,,4,,0.0,0.0,1,0,0,0,0,No aplica
1540,,4,,0.0,0.0,1,0,0,0,0,No aplica
1541,,4,,0.0,0.0,1,0,0,0,0,No aplica
1542,,4,,0.0,0.0,1,0,0,0,0,No aplica
1543,,4,,0.0,0.0,1,0,0,0,0,No aplica
1544,,4,,0.0,0.0,1,0,0,0,0,No aplica
1545,,4,,0.0,0.0,1,0,0,0,0,No aplica
1546,,4,,0.0,0.0,1,0,0,0,0,No aplica
1547,,4,,0.0,0.0,1,0,0,0,0,No aplica
1548,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1549,,4,,0.0,0.0,1,0,0,0,0,No aplica
1550,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1551,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1552,,4,,0.0,0.0,1,0,0,0,0,No aplica
1553,,4,,0.0,0.0,1,0,0,0,0,No aplica
1554,,4,,0.0,0.0,1,0,0,0,0,No aplica
1555,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1556,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1557,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1558,,4,,0.0,0.0,1,0,0,0,0,No aplica
1559,,4,,0.0,0.0,1,0,0,0,0,No aplica
1560,,4,,0.0,0.0,1,0,0,0,0,No aplica
1561,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1562,,4,,0.0,0.0,1,0,0,0,0,No aplica
1563,,4,,0.0,0.0,1,0,0,0,0,No aplica
1564,,4,,0.0,0.0,1,0,0,0,0,No aplica
1565,,4,,0.0,0.0,1,0,0,0,0,No aplica
1566,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1567,,4,,0.0,0.0,1,0,0,0,0,No aplica
1568,7.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1569,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1570,28.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1571,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1572,,4,,0.0,0.0,1,0,0,0,0,No aplica
1573,,4,,0.0,0.0,1,0,0,0,0,No aplica
1574,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1575,,4,,0.0,0.0,1,0,0,0,0,No aplica
1576,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1577,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1578,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1579,,4,,0.0,0.0,1,0,0,0,0,No aplica
1580,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1581,,4,,0.0,0.0,1,0,0,0,0,No aplica
1582,,4,,0.0,0.0,1,0,0,0,0,No aplica
1583,,4,,0.0,0.0,1,0,0,0,0,No aplica
1584,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1585,,4,,0.0,0.0,1,0,0,0,0,No aplica
1586,,4,,0.0,0.0,1,0,0,0,0,No aplica
1587,,4,,0.0,0.0,1,0,0,0,0,No aplica
1588,,4,,0.0,0.0,1,0,0,0,0,No aplica
1589,,4,,0.0,0.0,1,0,0,0,0,No aplica
1590,,4,,0.0,0.0,1,0,0,0,0,No aplica
1591,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1592,,4,,0.0,0.0,1,0,0,0,0,No aplica
1593,,4,,0.0,0.0,1,0,0,0,0,No aplica
1594,,4,,0.0,0.0,1,0,0,0,0,No aplica
1595,,4,,0.0,0.0,1,0,0,0,0,No aplica
1596,18.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1597,,4,,0.0,0.0,1,0,0,0,0,No aplica
1598,,4,,0.0,0.0,1,0,0,0,0,No aplica
1599,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1600,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1601,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1602,,4,,0.0,0.0,1,0,0,0,0,No aplica
1603,,4,,0.0,0.0,1,0,0,0,0,No aplica
1604,,4,,0.0,0.0,1,0,0,0,0,No aplica
1605,6.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1606,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1607,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1608,,4,,0.0,0.0,1,0,0,0,0,No aplica
1609,,4,,0.0,0.0,1,0,0,0,0,No aplica
1610,,4,,0.0,0.0,1,0,0,0,0,No aplica
1611,,4,,0.0,0.0,1,0,0,0,0,No aplica
1612,,4,,0.0,0.0,1,0,0,0,0,No aplica
1613,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1614,,4,,0.0,0.0,1,0,0,0,0,No aplica
1615,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1616,,4,,0.0,0.0,1,0,0,0,0,No aplica
1617,,4,,0.0,0.0,1,0,0,0,0,No aplica
1618,,4,,0.0,0.0,1,0,0,0,0,No aplica
1619,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1620,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1621,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1622,,4,,0.0,0.0,1,0,0,0,0,No aplica
1623,,4,,0.0,0.0,1,0,0,0,0,No aplica
1624,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1625,,4,,0.0,0.0,1,0,0,0,0,No aplica
1626,,4,,0.0,0.0,1,0,0,0,0,No aplica
1627,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1628,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1629,,4,,0.0,0.0,1,0,0,0,0,No aplica
1630,,4,,0.0,0.0,1,0,0,0,0,No aplica
1631,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1632,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1633,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1634,,4,,0.0,0.0,1,0,0,0,0,No aplica
1635,,4,,0.0,0.0,1,0,0,0,0,No aplica
1636,,4,,0.0,0.0,1,0,0,0,0,No aplica
1637,,4,,0.0,0.0,1,0,0,0,0,No aplica
1638,,4,,0.0,0.0,1,0,0,0,0,No aplica
1639,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1640,,4,,0.0,0.0,1,0,0,0,0,No aplica
1641,,4,,0.0,0.0,1,0,0,0,0,No aplica
1642,,4,,0.0,0.0,1,0,0,0,0,No aplica
1643,,4,,0.0,0.0,1,0,0,0,0,No aplica
1644,,4,,0.0,0.0,1,0,0,0,0,No aplica
1645,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1646,,4,,0.0,0.0,1,0,0,0,0,No aplica
1647,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1648,,4,,0.0,0.0,1,0,0,0,0,No aplica
1649,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1650,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1651,,4,,0.0,0.0,1,0,0,0,0,No aplica
1652,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1653,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1654,,4,,0.0,0.0,1,0,0,0,0,No aplica
1655,,4,,0.0,0.0,1,0,0,0,0,No aplica
1656,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1657,,4,,0.0,0.0,1,0,0,0,0,No aplica
1658,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1659,,4,,0.0,0.0,1,0,0,0,0,No aplica
1660,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1661,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1662,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1663,,4,,0.0,0.0,1,0,0,0,0,No aplica
1664,,4,,0.0,0.0,1,0,0,0,0,No aplica
1665,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1666,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1667,,4,,0.0,0.0,1,0,0,0,0,No aplica
1668,,4,,0.0,0.0,1,0,0,0,0,No aplica
1669,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1670,,4,,0.0,0.0,1,0,0,0,0,No aplica
1671,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1672,,4,,0.0,0.0,1,0,0,0,0,No aplica
1673,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1674,,4,,0.0,0.0,1,0,0,0,0,No aplica
1675,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1676,,4,,0.0,0.0,1,0,0,0,0,No aplica
1677,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1678,,4,,0.0,0.0,1,0,0,0,0,No aplica
1679,,4,,0.0,0.0,1,0,0,0,0,No aplica
1680,,4,,0.0,0.0,1,0,0,0,0,No aplica
1681,21.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1682,,4,,0.0,0.0,1,0,0,0,0,No aplica
1683,,4,,0.0,0.0,1,0,0,0,0,No aplica
1684,,4,,0.0,0.0,1,0,0,0,0,No aplica
1685,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1686,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1687,7.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1688,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1689,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1690,,4,,0.0,0.0,1,0,0,0,0,No aplica
1691,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1692,,4,,0.0,0.0,1,0,0,0,0,No aplica
1693,,4,,0.0,0.0,1,0,0,0,0,No aplica
1694,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1695,21.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1696,,4,,0.0,0.0,1,0,0,0,0,No aplica
1697,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1698,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1699,,4,,0.0,0.0,1,0,0,0,0,No aplica
1700,,4,,0.0,0.0,1,0,0,0,0,No aplica
1701,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1702,,4,,0.0,0.0,1,0,0,0,0,No aplica
1703,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1704,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1705,2.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1706,,4,,0.0,0.0,1,0,0,0,0,No aplica
1707,,4,,0.0,0.0,1,0,0,0,0,No aplica
1708,,4,,0.0,0.0,1,0,0,0,0,No aplica
1709,,4,,0.0,0.0,1,0,0,0,0,No aplica
1710,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1711,,4,,0.0,0.0,1,0,0,0,0,No aplica
1712,,4,,0.0,0.0,1,0,0,0,0,No aplica
1713,,4,,0.0,0.0,1,0,0,0,0,No aplica
1714,,4,,0.0,0.0,1,0,0,0,0,No aplica
1715,,4,,0.0,0.0,1,0,0,0,0,No aplica
1716,,4,,0.0,0.0,1,0,0,0,0,No aplica
1717,5.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1718,,4,,0.0,0.0,1,0,0,0,0,No aplica
1719,,4,,0.0,0.0,1,0,0,0,0,No aplica
1720,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1721,,4,,0.0,0.0,1,0,0,0,0,No aplica
1722,,4,,0.0,0.0,1,0,0,0,0,No aplica
1723,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1724,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1725,,4,,0.0,0.0,1,0,0,0,0,No aplica
1726,,4,,0.0,0.0,1,0,0,0,0,No aplica
1727,4.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1728,,4,,0.0,0.0,1,0,0,0,0,No aplica
1729,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1730,,4,,0.0,0.0,1,0,0,0,0,No aplica
1731,1.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1732,,4,,0.0,0.0,1,0,0,0,0,No aplica
1733,,4,,0.0,0.0,1,0,0,0,0,No aplica
1734,3.0,4,,0.0,0.0,1,0,0,0,0,No aplica
1735,,4,,0.0,0.0,1,0,0,0,0,No aplica
